Specimen ID,Location,Latitude,Longitude,Date,Collected InOn,Collectors,Sex,Family,Scientific name,Common name,ID by,Notes
1500165,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Erigeron philadelphicus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500166,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Erigeron philadelphicus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500167,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Erigeron philadelphicus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500168,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Erigeron philadelphicus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500169,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Erigeron philadelphicus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500170,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Megachilidae,Megachile texana,nd,Brittany Owens,nd
1500171,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1500172,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1500173,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1500174,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1500175,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1500176,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Xylocopa micans,southern carpenter bee,Larry Allain,nd
1500177,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1500178,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,Q,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1500179,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,Q,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1500180,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Xylocopa virginica,Eastern carpenter bee,Larry Allain,nd
1500181,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,F,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1500182,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,Q,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1500183,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Baptisia alba,Allain/Pigott,Q,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1500184,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Ranunculus muricatus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500185,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Ranunculus muricatus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500186,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500187,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500188,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500189,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500190,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500191,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500192,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500193,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500194,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,Pyrrhopappus carolinianus,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500195,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Halictidae,Halictus parallelus ,nd,Brittany Owens,two specimens with this number?
1500196,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Halictidae,Halictus parallelus ,nd,Brittany Owens,nd
1500197,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1500198,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Apidae,Apis mellifera,honeybee,Brittany Owens,Damaged by ants
1500199,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Megachilidae,Osmia chalybea,Blue metalic bee,Brittany Owens,nd
1500200,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Halictidae,Halictus parallelus ,nd,Brittany Owens,nd
1500201,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,F,Halictidae,Halictus parallelus ,nd,Brittany Owens,nd
1500202,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500203,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500204,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500205,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Megachilidae,Osmia,Mason bee,Brittany Owens,Damaged by ants
1500206,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500207,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500208,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500209,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500210,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500211,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500212,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500213,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500214,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500215,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500216,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500217,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500218,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,Damaged by ants
1500219,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500220,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500221,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500222,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500223,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500224,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500225,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500226,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500227,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500228,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500229,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500230,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500231,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500232,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500233,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500234,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500235,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500236,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500237,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500238,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500239,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500240,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500241,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500242,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500243,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500244,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500245,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500246,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500247,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500248,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500249,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500250,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500251,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500252,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500253,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500254,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500255,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500256,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500257,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500258,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500259,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500260,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500261,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500262,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500263,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500264,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500265,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500266,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500267,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500268,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500269,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500270,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500271,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500272,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500273,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500274,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500275,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500276,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500277,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500278,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500279,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500280,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500281,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500282,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500283,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500284,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500285,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500286,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
1500287,ULL Ecology Center Old field,30.306767,92.013486,4/29/2015,pan trap,Allain/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,Damaged by ants
